Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Price_log
74256.17524094792,4.259876464758801,7.4835650287316815,3.02,34684.09712960607,1020842.5313524116,13.83613983501335
71668.30002639847,7.513542037114643,6.703125019348723,4.3,31352.40922531881,1440961.856944883,14.180822098761102
54476.237690276335,5.6591231678174685,6.410173910264278,2.45,33533.91966073297,817377.3110222428,13.613857315654874
85281.68717766502,6.860059982417704,6.807331847663506,2.47,22887.721893838458,1381536.933945742,14.138707881488893
72137.83744039234,4.853665890702513,8.675574517805206,3.46,38259.223799596,1273067.036027562,14.056940321537596
66112.5364541517,8.236623013656942,7.009803231448402,6.31,20795.150058393407,1376714.674198855,14.13521127432715
67047.18100399096,6.440252469923299,6.699206812546342,2.08,37937.194304004064,1293746.8758661628,14.073053894151888
89358.86601748462,6.1478455791657725,7.378950007174077,3.46,34063.60356076992,1750908.224237398,14.375645767683928
50189.14079611475,6.925375603074308,5.1947818998877695,3.3,35043.81895318761,555811.4067429452,13.228186118356884
73119.72041108189,7.058045773434651,7.146514915403182,5.44,35426.69012793612,1578829.0122140937,14.272194632099964
67972.63008453081,5.49666827807112,6.337285588091662,3.22,27865.33078637777,911202.1683461092,13.72252116822288
71739.61218172341,6.571495852577754,7.719301233890072,5.18,37030.72731046206,1628751.934587902,14.30332520916195
67292.60386556323,5.6117720567885,6.867242299037415,2.11,41837.85872230898,1245400.955310805,14.034968891445597
70243.4351208891,6.210270739704405,6.363084013968988,2.13,24647.90590939345,993725.2171881604,13.809217012275022
78274.52642510412,4.910953601413371,8.621772096135357,4.08,56299.77259934372,1816099.1378394717,14.4122019786052
84332.50331960821,6.182493964931173,8.756044656461897,4.07,33107.34283233716,1570583.3403398057,14.26695829937773
79550.64138413596,6.637633898062718,7.531227670803419,4.05,43636.50449088458,1626321.3209583594,14.301831778816732
79698.22091740245,4.102335551761895,6.912506241564933,2.29,42046.34040026967,1262494.286828816,14.048600706919785
71188.83351044313,5.695897214692995,5.856581440901638,3.08,40656.12969118199,1185226.6173301823,13.985445396241133
74605.03536257526,6.87208919406132,6.105858132153572,3.1,31638.22991327957,1360329.3586097115,14.123238138956632
71222.59783093719,5.217987014035018,7.758415332425384,3.37,54677.97281681705,1350459.1155681738,14.115955918693302
80972.99646823059,5.470850799085091,6.91313434551812,2.22,48036.61012093128,1556987.7244597748,14.258264208952903
51044.29169720073,6.067487348148941,7.783690870818613,4.17,37730.0070850408,886036.129514087,13.694514135609923
65066.54355638126,6.200391541378923,7.5794791616337776,6.4,27940.28441692033,1129613.0100203287,13.937386548282596
76259.82522372287,4.9461075180203125,7.124519309656738,3.32,19262.614249357543,1070240.01962079,13.883394433054717
77456.4057275939,6.394246585656201,7.205733257686268,3.48,37997.54791508851,1587015.3568694545,14.277366306241477
75376.95160300791,4.227764831946857,8.182415081999023,3.26,25548.51424478187,1146321.5813992529,13.952069621289034
79674.43425779999,6.334673344514552,7.99132932325569,5.41,17862.72750427037,1377447.3485206584,14.135743322769466
64408.08586994045,6.311198444363103,5.903083906592946,3.06,40817.889998612,1113570.8518884848,13.923083291562232
67932.0103162986,6.772336390411065,6.222862550847758,2.16,51145.320618826925,1593836.7851927518,14.281655367277232
75146.80358852219,4.454425781536138,8.509775274407627,6.1,55577.966447515566,1560746.8656891368,14.260675665432514
55378.10435175603,7.0445196722848085,6.565375468270732,2.26,41416.97914934972,977980.9211108278,13.793246463274343
78113.49968944429,4.844146012499802,6.747509818296053,2.41,43345.60757753476,1292592.392096719,14.072161139695682
81516.98657324686,5.3977189820434734,8.504044901942644,5.24,33263.14434842382,1458912.584498618,14.193202596483232
70306.67990112561,6.7922555028850224,6.132714371577394,2.49,29572.389237736952,1037780.4795439028,13.85259579987477
91392.4193353864,7.320676246291585,7.498418862858758,6.24,33379.676399016535,1792254.8180047118,14.398985617911391
51110.93410613797,6.068556845916536,6.906695715428585,2.1,38408.27205612383,882170.3184490805,13.690141554731452
72656.92618068929,6.652657092300137,6.231167773904744,3.06,38568.079634051086,1268600.3609331837,14.053425560964886
71938.00236740925,5.139113766068139,7.572943156729014,3.17,20097.13850146397,1157189.4377037785,13.961505588745256
69503.15044531865,5.258393115051662,6.873655817517957,4.12,45266.52944082504,1180989.3240263455,13.981863902111513
75287.52728081457,6.796332428978412,8.493990921467994,3.29,39219.52987830679,1813043.926135564,14.410518269427522
56753.73013738995,4.945615214124414,6.240884739396488,2.04,52718.24233822504,866666.0553738795,13.672410162831822
78044.3516472571,5.686293111730293,8.050747329552937,6.12,43771.64635758184,1671350.14009336,14.329142923199699
74838.65747339962,5.919090478688957,7.54327640412288,6.0,23637.25636750912,1137467.585767479,13.944315812518179
51580.09905599804,6.446352758635983,5.070184059038814,4.24,37511.33915037937,711499.2445801494,13.47513104026483
85260.65514811075,7.5788550908694114,6.119832858947816,2.14,52358.79317102249,1940195.3735729896,14.478299749407991
49733.31051254269,7.817418541977456,9.410156957020956,4.18,43558.825304712576,1496466.3571105185,14.21861779321408
76751.88141806598,5.255407345087201,8.20598004485136,3.16,32295.765486559267,1448995.1146448432,14.186381539894699
64595.71155228685,5.857966088144881,6.07579782162179,4.02,29668.87668555983,924271.7911283288,13.736762535546328
88794.59962903129,6.323865593296564,7.060329950587803,6.11,37994.97384891257,1747004.582759027,14.37341378473732
69909.07865569185,6.434539658499642,8.301310136702334,4.05,39347.1356842225,1576286.214214989,14.270582775318012
89908.77306293232,7.030649618021034,6.506991389256916,4.39,37295.99683177493,1712280.705535875,14.353337369773444
76278.75268967438,7.1100527096009785,7.340614471272929,4.0,49250.705896431136,1852375.50677484,14.431979970920768
55405.12011784816,8.334376722948441,6.08450851403905,4.38,18257.149251188348,1007596.0425748297,13.823078888338014
68270.75669370065,5.675103553602575,6.7955044309840025,4.42,31159.288708293763,1034779.1897331612,13.849699585056994
71275.3148970881,6.311996291090011,6.406944569880968,4.45,28922.95889468064,1006544.5265988766,13.822034755626081
53079.79601402464,5.241162510241844,6.393980784250005,2.33,33083.434710401896,736798.5333089959,13.510071130520476
66690.97246773285,6.8012456335455695,6.677087284566492,3.32,22619.114640823187,1109006.2873668086,13.918975837426162
61644.1736115033,7.163657224561366,7.751754050316921,5.17,27809.135076618382,1384140.2270663455,14.140590452631747
80015.54973288652,6.140989609794848,8.848999367521149,3.15,52469.76544544002,2084883.7904024213,14.550224155286632
62591.861492992255,5.308936928111409,6.767455055357902,4.42,32210.428435676717,801194.619821129,13.593860415735803
70673.84254351564,6.204022607822544,5.877785178849026,3.06,58256.114761727855,1412242.7547273785,14.160690312963093
82535.28052242793,7.250403732531406,7.506903350987615,4.14,43272.31005201776,1890789.1767706247,14.452505382610921
82610.44538197071,5.879915504429444,7.438630683226813,5.24,34880.770422808346,1841904.2432740403,14.426311052169106
84776.7084930242,6.07793513403589,7.131393662010762,6.31,26952.556811047365,1467075.1685579268,14.198781977084634
51918.54687330903,5.892496999063001,6.708809211828588,3.37,24734.406519827065,661043.3565144942,13.401576221748021
68858.03161618678,5.527126902055095,6.282827422367735,3.21,28846.95052263519,978035.3447748432,13.793302110672917
53418.53531170417,6.334282672769919,8.424079331206839,4.01,33572.74696759448,1250882.2917570665,14.039360493136304
70696.40244940577,6.515076986679532,5.875831850445107,3.33,43313.16511969776,1409238.797596417,14.158560966319543
70902.30486748338,5.613920924161405,6.415893842744813,3.42,36768.63392707383,1162746.6210813588,13.96629640114261
62043.17584706179,5.824410874205736,7.043611453029056,6.44,23249.82460967532,878862.7456844705,13.686385154054058
61411.41702990923,5.6691814943724,7.091345491753968,3.29,49175.33938221894,1338424.7883671494,14.107004696525872
58293.43194408631,5.7097716955539015,7.404870424073883,5.13,45033.38900493772,1094347.9684030702,13.905670195014565
70851.59901259278,6.232564644449598,6.900568875467856,4.07,27024.98662859246,1195897.7405229155,13.994408544793801
65669.98453005856,4.732357320054796,8.10567172439999,5.05,40115.76381136527,1050239.9038404576,13.864530128047164
64823.01583521916,5.079006174880151,7.053927147217856,5.12,36481.32775191065,914231.2923067894,13.725839967278022
68363.25907423165,6.3063689199788735,6.358629330248303,3.35,20667.902933502224,864483.7584963772,13.669888953523664
70596.85094545821,6.5482742866236565,6.539985895357233,3.1,51614.83013550209,1599478.9856644769,14.28518912542345
67947.3974493343,7.097452090805351,6.920409265187439,4.38,35681.15262127569,1336356.2325639816,14.105457986980188
96807.436911718,6.182167977374256,7.301723912250078,5.07,29269.137336154537,1808341.465666734,14.407921218848221
66733.63181139683,7.402303152589003,7.219763303654298,3.27,35193.211499002224,1424283.373183943,14.169180051286236
80665.00157332086,5.698054349960632,6.645553737474673,3.47,40952.01693112017,1471799.6763039234,14.201997158982563
75378.62763604769,6.596081195490327,7.103157514907898,4.15,28300.607604324185,1347622.4830190958,14.113853216170881
65198.943392411325,7.107951500145791,7.612168510253952,5.1,23580.869188916367,1163741.658300815,13.967151798896857
78739.22459723338,6.528647477143442,6.332676904959189,2.28,28884.041636671034,1450624.523999585,14.187505417234098
66697.53134285237,6.532590684638509,6.014092418784906,3.12,25896.99089487541,982298.0365595416,13.79765105886185
58822.04320816885,5.131804628119363,8.500956441010644,5.28,34141.832008966514,868314.4735625429,13.674310376415741
75093.95693851731,5.62436062645842,7.391411757627032,4.08,27247.9525619324,1231511.931157747,14.0237539968187
68709.27916420356,5.118864117057248,6.449323694266506,4.34,16668.26685590166,663128.8400534061,13.404726087179025
68192.53017411986,5.759335350179622,6.1946130509581865,3.17,46821.31972313176,1210496.6250449277,14.006542093396266
84090.36174329597,6.4192987561687,6.882918440146657,2.06,25127.5488373984,1409033.070887529,14.158414971488058
69277.75897757974,5.322269839263871,7.206177863378746,5.32,57408.3128937472,1356384.6675167023,14.120334122616825
63833.388037227625,6.9300884300794685,5.7225874258627165,4.06,28928.918186835934,1125476.2017695494,13.93371768303274
70698.78409003714,6.746762461940911,6.749401541779305,4.01,22987.66823995696,1129975.8171178924,13.937707674653197
68258.10604983888,4.425809430708791,7.487692924488722,6.35,36205.14862834159,1003642.6274172928,13.819147563451544
62699.43921681425,6.358746642871367,7.460134654526981,4.28,37816.33769638553,1306367.8106375176,14.082761946071031
76933.60610799697,8.540364463932763,7.438544259886018,6.43,33433.33877264724,1775874.7601040124,14.389804245190906
65959.78115654303,6.66678316060979,6.087649649526927,3.42,29803.17135175002,1036685.2408148928,13.851539877124058
78020.03952611849,7.042713319478956,6.573968615475571,2.0,49601.23863810687,1869929.20180342,14.441411662895353
69559.49630028944,6.520454686593436,6.804324120105758,2.49,42013.73239745644,1381085.72928298,14.138381232217437
56901.09377167588,6.805948234194566,6.474248437010568,3.0,13704.3507537682,787039.6446794184,13.576035171147833
59206.165265361815,6.0436931614305625,7.780614540183874,6.02,28805.355492035585,957283.65635498,13.771856072763562
65302.37247295227,5.894596789980924,5.842130448527416,2.49,43818.67865641199,1173695.2918510274,13.97566855071629
86369.24033104371,7.126819681852742,4.807452587314575,3.4,43683.302559315285,1713161.6991637428,14.353851751875856
71499.91565954227,6.024763926033676,6.511808718872203,3.04,41870.908385299954,1325503.4540826778,14.097303665009365
69312.9819156039,6.611320093927843,7.562436938264632,3.27,44237.12104176055,1501497.532370449,14.221974188962786
77797.39496379187,7.440520776533347,6.229360043389067,2.06,33847.014508848304,1573580.2338345246,14.26886462035962
55631.29776511868,5.3499315770175615,5.768682534066079,4.0,30884.4509927487,693566.7572719983,13.449604217312594
70836.01134647628,7.071294500466199,5.98852709755665,4.49,37047.882555650925,1524586.7872167008,14.237234628020625
62152.60602731634,7.034052002344514,5.569340160600678,3.17,42785.08177572908,1048818.2102501562,13.863175527673262
66919.91547589921,6.3711792563992535,6.673256383015117,4.21,38858.8764903344,1310764.111882944,14.086121579556146
79868.12243388723,4.455360136239368,7.403600629552398,5.05,54228.07490085127,1537329.5695361544,14.245558073914818
73145.45969673296,6.426441855098504,6.708181952474017,2.19,41209.0307794437,1244881.3632416883,14.03455159606066
54535.45371890148,5.278065149187797,6.871037560937878,4.41,30852.207006319582,732733.2362930495,13.504538345265031
72240.12695843534,4.770273499727402,8.59931966849025,4.19,25012.869778260894,1095806.62594953,13.90700220731532
47266.34391787416,5.414565600954802,5.379363224583494,3.4,33421.95540596019,476006.4445144393,13.073188772827475
82551.53960623659,7.746032248755581,5.216144084277786,4.43,40086.08586229728,1599911.367564835,14.285459415438085
72232.36595172453,5.791634957726082,8.460741393229888,3.37,49668.50107082135,1675825.7208052117,14.331817166138158
71624.58536664362,5.646393371098696,7.43833552941017,6.03,29089.783589920666,1175868.9992109209,13.9775188564415
71670.44850025591,6.630034547508775,6.529723045730096,4.41,31709.34045864084,1135079.3452920208,13.942213995195774
86157.17573424338,4.9863120786684725,6.475843395424623,2.28,62963.75539456241,1833208.5791579715,14.421578856978739
82416.13226256485,5.379463350755733,7.148236135695107,3.41,15290.317055903548,1120349.773128633,13.929152384530857
69566.74302579144,5.7846373069064985,5.654256367696142,2.36,37491.14691219292,1080735.9840692123,13.893153759033078
66684.34727165822,5.553655007484561,6.965764485559603,2.04,37226.30714989096,1168574.665599605,13.971296185335776
71743.48382252385,8.182597765421484,7.658973254289105,5.01,44674.89102813087,1919693.23049382,14.467676476370412
55473.73631915288,6.368083311016872,8.17797077718776,5.26,48021.89286503418,1466605.7737989684,14.198461973340407
66261.61648744928,7.116363923992761,7.766273200639257,6.03,26264.32179338267,1234037.2359336603,14.025802468326964
65380.31623827201,7.525690556683009,7.34602835581618,6.15,21641.476199740937,1269486.3372270886,14.054123705462779
73431.52793396323,6.3735742158778015,5.548952363496409,3.33,31148.103312108626,1176111.78829563,13.977725311256442
76169.72844479508,5.772571884794637,6.429240597069024,2.23,50352.41647853304,1371298.4246050415,14.131269333389696
72630.65100649737,5.368865348838417,7.193351833193611,5.34,34119.16671006995,1246509.1402311178,14.035858316875451
64601.80272999414,6.035878341001839,7.630095677925116,4.15,24117.458380741544,1020268.8545436626,13.835577713547861
55995.00730886506,7.797744345027636,7.0310406402565935,3.5,20895.67945165044,1130415.4095168563,13.93809662680482
58301.73271863149,4.923842083245773,8.058463315169138,6.39,32759.44782520167,890559.8610264583,13.699606724156308
66579.51999131746,7.861372122865242,6.990591388588319,3.12,35826.71023469518,1417158.537395579,14.164165100476094
73829.77774119432,6.13026250806621,6.182842582000109,3.5,51385.523240595736,1376492.9247222256,14.135050189986027
86640.80159927002,6.0479217440119015,5.652140784173146,3.03,22432.139832000244,1306207.1106829576,14.082638925804373
80535.00341653041,5.659574663808581,7.556496735666037,5.37,25691.684578489432,1275208.5770321414,14.05862109720957
51474.30702172881,5.5726719318608255,7.509012339515255,5.11,38952.18916862148,902520.9400336036,13.712948279180225
69333.68219114706,5.924392328968718,6.5426818257989146,2.0,17187.118186858283,872312.1737954783,13.678903782675123
55554.79674749461,5.849590798385939,7.75336965441512,5.03,44903.44532265245,994517.045335133,13.81001352224491
64055.284180068295,7.552890546778082,7.337229453600518,5.21,27804.60516318209,1289008.216604162,14.06938443209294
76811.40182426403,7.932389745133929,7.372905099654814,4.0,27770.248909563663,1610006.604587974,14.291749460296058
78030.06933325191,7.070276511771755,7.0899577731065815,3.43,42432.70958398605,1843720.6478657,14.42729672152326
76921.67562968492,7.397609154433652,7.097598214351356,4.47,44920.657887688445,1891949.3478333612,14.453118785032562
63833.84316052496,5.667070098226706,7.9832104740285725,5.28,34481.673309890844,1451078.0931341348,14.187818039777113
69120.09298780674,6.724576165342084,7.114040067024407,5.21,36631.92685736338,1481940.7615078837,14.208863786837865
65454.97422567974,4.443153287597733,8.005585409006978,3.0,47740.6389910324,1144477.8789563088,13.950459963819423
53067.1695971564,7.7989460986253425,7.226648713004378,5.21,46132.75451499205,1279945.5101680192,14.062328846091383
59519.20834518916,6.1601504242551135,8.764793542743242,6.27,42176.86419139222,1193021.3116128664,13.992000403011513
64724.68649237273,7.225162104889757,4.869230945210908,4.41,43833.66369345938,1167119.1088366588,13.970049826998101
83936.74962925602,6.689880078123692,5.584221041927451,2.15,25569.368313897183,1225612.762609846,14.018952307188906
70298.13951942167,6.57947707526529,4.4324478803335605,2.31,33457.74573294852,1131618.9133648446,13.939160715784624
79337.32565256176,6.261758248643439,8.296472748159282,3.21,41521.38461293384,1697501.6046052328,14.344668672790974
63578.82314891808,5.783592751382859,7.172294916902058,3.17,42322.61326334808,1365496.8850918792,14.127029671078791
65124.65602324749,4.886833900971849,6.370539308938339,4.1,19161.780903867715,622449.6452289193,13.341419619404975
84364.70732803376,4.698058035364999,7.107708221756831,3.46,50521.10423450762,1551094.8149781222,14.254472216509868
76287.4682012735,6.654227602295674,4.985136206837568,2.27,35212.743880369235,1299126.82985549,14.077203697166414
56433.010851341445,6.479053951552031,8.542278467258782,3.13,46058.86913570952,1290324.6486199498,14.0704051852707
83406.74331637476,5.28073889932242,7.3415891905866575,6.29,25350.735472748464,1183884.005068762,13.984311965611909
74867.50581950505,5.568082321111231,8.426960904287359,4.42,33768.51285182676,1305934.3248030248,14.082430066001946
55698.374420444765,6.957262275000857,7.575850908936941,6.32,49506.83060858554,1279117.9650857162,14.061682090375946
59575.62143691543,4.030105163365884,6.979466290960652,3.35,37153.85262306977,786559.0248508396,13.575424317514086
69605.56602204812,7.588633659584562,7.400270374677542,3.07,35427.14865129733,1588196.2329024884,14.278110115156432
67663.97161085249,4.66154115862489,7.790517502836697,3.01,30546.448001616136,976649.0166086608,13.791883644338863
75354.41490284244,6.774317360393876,7.362439390471847,3.35,21574.471088358096,1250866.566789625,14.039347921966487
63750.21600870885,5.525518295263293,6.94123782799866,3.03,40582.00027018389,1046627.052185562,13.861084175719428
72263.21440861396,5.917227069547737,5.336456812757179,4.04,28428.301270245265,1115935.2774004806,13.925204321189666
69246.15092082637,5.76336711767864,6.492639033152976,2.24,35005.791550503374,1077813.592994645,13.890446024002644
65465.53989001843,5.8095917515684645,6.7359373827160125,3.38,31297.52713289612,1047689.2657463626,13.862098552228277
58829.373329434806,6.846644528900349,6.462523335762147,3.2,31236.582324930547,956435.2633348468,13.770969430341479
94650.54943973328,7.191396842264504,7.3541768263309075,5.15,27797.781118818897,1892623.5459042157,14.45347507238156
61522.9311152275,6.154820118761503,8.707035450079715,6.46,30398.57293898597,1176021.3754618713,13.977648434012995
59082.00095238604,4.980779889075697,6.772892690145312,3.43,33462.67269336682,783818.6820390386,13.5719342754799
80732.17130198711,8.151365563918835,7.106488518585781,6.23,28954.6977303776,1625703.074745697,14.301451556675284
88222.0423929264,6.9860285666534825,6.879693934365419,2.15,34795.320083509534,1961846.9052189465,14.489397395826828
70651.68513923505,5.475178220408301,5.740486568335964,2.26,35339.56992976656,1084556.0291804066,13.89668219355612
79289.1079857921,6.045377971906452,6.031407265266884,2.3,41321.111967170975,1428247.074184676,14.17195912821169
73969.66466522547,6.446537103048887,8.216773466810384,6.0,39663.85422628883,1634945.8075096812,14.307120828151039
62857.07812946964,5.060886421622504,5.8615764210120735,4.17,48339.94060111551,915992.5577704288,13.727764610629821
72991.48164906315,3.41286592561974,6.494080939508175,2.48,50626.49542613763,1042373.5240960824,13.85701186483188
62794.965969869794,4.206346467594751,8.480848338969786,5.33,31162.063314480016,879618.3222217519,13.687244504476668
71806.3619496288,5.72558547706468,6.220975938989947,2.45,47563.23158124607,1210431.683897847,14.00648844365108
69584.65691092463,5.367761194747169,8.048969161449065,6.19,17045.80773059446,1059262.0393685936,13.873083978414071
62357.03095346682,6.7252713573526925,7.126592432479872,5.0,23382.53938649813,972417.8089132756,13.78754186401087
59716.73664339843,5.447704767607705,7.336633320542276,5.06,41273.009070127104,1242979.1541040274,14.033022404238299
71093.69196029415,5.874953196141077,5.87174580472217,3.26,37143.39873012205,1096846.0864932952,13.907950337101315
76336.06983915469,5.575612395459098,8.032757197051978,3.45,37258.199823533934,1392685.2850780766,14.146745019271057
54762.05430001451,3.802598991005541,7.55440649315278,5.47,58460.2798577822,1080464.8516835258,13.89290285024967
61666.1515002632,5.770586569594604,6.1780777035905015,2.35,34605.02956666686,821413.1935367524,13.618782760044557
74312.89822962483,5.543698857720483,7.957794537934167,3.22,43906.74416520613,1518319.640704069,14.233115440392949
70026.92524651324,6.0785912564250895,8.190954955798588,3.14,38102.4655577202,1503552.2062630926,14.223341669054005
68524.1943556286,6.31245242163732,5.564721387967466,2.05,48112.39407840621,1219154.4031595571,14.01366888447217
87927.96606058785,5.586270688118825,4.784442899973039,2.13,34724.16282308268,1276259.0183221009,14.05944449824184
74082.02275209992,6.757647964167501,6.9429898309605305,2.44,32617.473472877653,1400496.6554586324,14.152338199606378
72245.33759988946,6.094814232503142,5.870545006270554,2.01,25508.785435444264,1127174.7125458175,13.935225692622105
63555.45972642749,5.223108351458841,7.5283884391173395,3.16,41839.48395611105,1251663.8512621766,14.039985104121472
74170.66238568659,5.8534939675728,6.674787230711598,2.1,40719.23735267769,1469354.7823322408,14.200334619386853
70005.69443173909,4.915490825936896,7.387976067501798,4.3,25136.215426495382,946556.2636948556,13.760586748271436
67547.87106640745,6.524721338478432,7.38122484225448,4.18,28131.71901919543,1150658.59516312,13.955845896927594
61776.61566336521,6.834478651015102,8.285496303500032,3.05,27970.521731413475,1325819.9131084683,14.097542382619213
69200.66426913952,5.60902249390984,6.571301756499229,4.28,31085.32304011224,1150093.8888661466,13.955355008993019
66887.15243037892,6.0324046489516885,7.397905268187895,3.35,23806.235764871846,1009142.3379740332,13.82461234868534
83201.02148780855,6.375424294401232,7.041855436493366,5.15,43837.42476010867,1705276.189567485,14.349238230012332
59944.64516096856,5.573279880662943,8.01901459893839,4.19,28999.128248910376,829794.8232933849,13.628934953478728
53676.372153409895,6.017914883591896,6.7091527493829854,2.31,47027.06248446658,1046442.6344741364,13.8609079584278
64074.96149481657,5.432982247911968,6.652975580546206,4.5,40211.10646912665,1152269.4307673892,13.957244841618781
77324.39732547151,4.738891648302073,6.842773255963375,2.4,32839.90145557421,1091479.5601322306,13.903045644581951
76870.35628496447,5.359763921581997,5.8929538788600135,4.32,25655.867122657022,1039915.3412099368,13.854650826737702
55897.31437965266,3.9951536435694814,7.705864802626194,5.27,31094.11082300481,565732.8175402835,13.245878959534389
87765.52422783956,5.406981272378931,8.24463276345127,6.41,39910.339705199294,1739628.3826696554,14.369182650037601
78331.93252836581,5.89296187539643,8.489496905423017,3.27,31032.859074176748,1442128.7319147731,14.18163155943407
74569.85806580706,3.7449024671015447,5.370162144071164,2.06,39183.95780070312,1004124.9090759716,13.819627978817142
87314.63581585439,5.0700057563960135,6.684680096027981,2.18,25224.64592336701,1143621.3602567858,13.949711291754697
78019.85596371841,4.618789365855099,6.18084525065711,2.25,36689.233997043615,1060241.1998264685,13.874007930390622
64432.614336490056,6.95452082924197,7.006551310794502,4.09,50851.06038166327,1548962.888217382,14.253096806162363
74332.85046670707,5.284318165992414,7.518827433316054,6.35,30212.438840724702,1056984.1817528317,13.87093124559879
74664.3366448372,7.796604330813142,6.4120602346824205,3.25,23817.90259534349,1447353.2638071163,14.185247802052892
73406.21728404447,5.531907671465604,5.995248573341971,4.21,38073.51920148282,1251566.478453565,14.039907306461618
58464.30507054497,4.96439103392434,7.410521157376666,3.26,25157.454294383737,751969.2117407164,13.53045199010048
61600.92573333679,4.9130818007081976,6.508818009293237,2.38,37457.80723044293,764955.4982070819,13.54757424610301
75155.18265313075,5.825465355916794,6.139857974366763,4.46,51562.594932075,1539958.930981711,14.247266955208271
67828.91265907566,5.61623702714343,6.251224245813187,2.32,27127.627935670807,962747.1638994686,13.777547144533782
50144.73988428251,6.121600251708737,7.64702006851352,3.24,43233.32499786789,1353854.4775205588,14.118466989328088
86557.25246175255,5.016626685924781,8.720522984193943,5.25,42757.444276184935,1850525.5729962275,14.430980790605936
87733.86256043031,5.662564675414643,6.409772531767881,3.15,43943.47926155255,1778411.664830746,14.391231763081544
65846.40694334415,7.315088749114808,8.235833084700168,3.29,22355.221193357807,1369006.1148814352,14.129596301394725
45551.40296934434,6.917028979747015,6.441014974423393,2.48,49839.3217821567,1197975.0854702406,13.996144095413413
89946.90019942482,6.601665974301008,8.292575979863031,4.17,40502.73969779679,1930143.831202199,14.473105600139231
72792.67073986174,7.835039542673672,6.876103638452416,2.4,34104.366011114784,1481946.194076499,14.208867452676023
68709.10048960536,5.994441910445009,8.583188696281237,4.38,31659.700246770783,1347578.5303379197,14.113820600682578
87506.7319737543,5.430800354568116,4.947302122656403,3.13,32699.652578209338,1358646.7462613978,14.122000458844319
62862.48801829147,4.60613073854566,6.724241153717589,3.37,37254.69838893041,931768.0455357102,13.744840257739746
59054.130259183046,5.350416527867722,7.019923507703028,5.24,51384.4332296478,1205962.994953347,14.00278980089271
45978.39091655212,5.215220594985809,8.425840674979714,3.02,36062.78846498253,792146.0760039431,13.582502355581257
80281.41683247325,6.213365520602951,8.325105760104268,5.27,45424.223532643984,1618670.884405709,14.297116546527805
65908.73974796159,5.296992962409983,6.830251967781735,3.29,24080.5893522858,864446.7942204889,13.66984619387311
55930.144818845925,5.538518712914742,6.5865961882733215,3.09,24898.73887634752,662630.3439401882,13.403974072196645
77587.94722966287,6.138794330249149,6.819864844287123,4.37,37280.44200823595,1485145.6605448688,14.211024086652037
62636.83009596572,5.86360706673985,5.796622943238027,3.18,51456.29762908463,1047226.966817666,13.861657199502414
76142.11982869102,4.050263912953094,8.534409789904457,4.0,41931.468299081775,1392793.8142437506,14.146822944169385
63524.217613828005,6.295071681635598,4.811622634951768,4.31,48123.70594224396,943575.130695582,13.757432330196961
85673.30620419851,6.592507213868519,6.368278687739713,2.14,33110.560196876984,1793398.718379665,14.399623660468547
49268.37307143732,6.2691663009074725,8.091053212104587,6.44,41349.04041263946,881273.1168015127,13.689123999317435
87978.41434031933,8.15780621466702,7.6576274122715535,5.11,39586.43071188064,2138713.943340635,14.575715712863383
78785.27727068617,6.606066670350781,6.53376476946341,2.12,33603.4841557083,1540869.871999482,14.247858315852573
79271.90497525403,8.369497314350069,6.559628742317214,3.5,28904.217891393244,1707650.435673782,14.350629555029645
62755.45276552434,6.109440990679572,6.796276850248362,3.07,41525.37769509764,1025705.1343197428,13.840891844895483
81944.65490798726,6.0653524111826576,6.913781564036398,4.46,34262.323838964134,1541186.2541089894,14.248063621591578
67384.00037347179,7.224280910928964,7.809918772115287,6.43,48918.055355945085,1930344.4489087528,14.473209533936329
67282.57297263246,5.99703335778761,7.746836472866901,4.44,42768.91229671312,1481146.950498894,14.208327987314304
57869.984491821895,5.135883359706698,6.232450674664098,3.13,44474.70187858192,1099725.2829094643,13.910571873085683
64967.784825184994,7.054468388838643,7.316483226533011,3.26,28164.221606682764,1190867.437364912,13.990193378226529
69700.74130890776,6.570369194042656,5.335758659191688,4.37,21934.89863651304,1070318.8148959314,13.88346805420475
74490.63924305497,5.408652545352245,8.45736226703513,4.1,35563.456131521874,1358213.9061280591,14.121681826515504
54827.03231053513,7.04202651597944,7.844325516952147,6.01,45027.11400702167,1198725.4871449017,13.996770290509756
74369.66860279281,6.840974541540824,8.22597213829302,3.27,45991.85697077928,1774715.4835760146,14.389151240571039
81357.86975537102,6.091136829678772,6.464254235452278,3.5,51019.21242368583,1538903.9925451411,14.246581677676417
73185.62020608578,5.814261734524429,6.967134874676647,4.5,54680.644419695294,1462360.60087787,14.19556322173189
53526.93343131789,4.58113335749389,6.426074813426332,3.1,51611.11364293335,953261.9162022916,13.767646027276367
64736.28408491543,6.863400475478067,7.0102531827671095,3.15,47717.13619310376,1427108.5011545552,14.171161628731905
68488.61746216609,4.742984601979615,7.4457242328658655,4.03,28298.4947621852,769576.8636597353,13.553597414484063
49424.26712374325,7.053473430361151,5.110956385550419,2.27,18656.642432045763,668255.4804327786,13.41242733157147
62032.95946791353,5.235210946591777,7.08348313427829,4.39,25267.10760690842,800809.1316861338,13.593379158858824
